Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,class_code
2,4006656,Federation of Free Workers (Ffw),,Ffw Building,1943,Taft,Ave,106577
2,8924622,Fedman Dev Corp,,Fedman Suites,199,Salcedo,St,105192
2,8939694,Feindeli Ventures Inc,,Cityland Condominium 8,98,Sen Gil Puyat,Ave,106969
2,9305304,Feisco Inc,,,24,Tandang Sora,Ave,108207
2,5637082,Felcris Supermarket Inc,,,1129,Pres E P Quirino,Ave,108259
2,8451303,Feliciano,Danilo I,Regina Building,100,Aguirre,St,105656
2,7414596,Felisons Food Products,,,208,Mariveles,St,105876
2,2418058,Feliza's Sea Food Prods,,,801,Juan Luna,St,105876
2,8128463,Felizardo,Ma Frieda Margaretta,Mile Long Building,,Amorsolo,St,105383
2,7336468,Femco Industrial Supply,,,590,T Alonzo,St,106130
2,8713822,Fernandez,Edgardo Dr,Phmc Medical Arts Building,,Alabang-Zapote,Rd,105068
2,9110217,Fernandina 88 Corp,,,222,P Tuazon,Bvd,106213
2,6327772,Fernando,Lilli Ann D,Robinsons Galleria Mall,,Edsa,St,105383
2,7147438,Fernandos Supermarket,,,3589,P Sanchez,St,108259
2,7416486,Fersal International Corp,,,1455,A Mendoza,St,106213
2,8242011,Festo Incorporated,,,,West Service,Rd,107761
2,8792016,Fgo Foundation Inc,,Berma Shopping Center,,Redemptorist,Rd,106172
2,9839783,Fiberlite Inc,,,,Daang Bato,St,106719
2,5280888,Fidelity Insurance Company Inc,,Arzobispado de Manila,121,Arzobispo,St,106286.1
2,5239140,Fidelity Radio and Electricalsupply,,,1591,Gen a Luna,St,105554
2,7271897,Fiesta Greetings Inc,,Fiesta Greeting Building,160,Alfonso 13,St,106092
2,2876549,Fil-Chin Engineering,,,37,Dagat-Dagatan,Ave,105628
2,6336185,Fil-Estate Sales Incorporated,,Renaissance 1000 Tower,,Meralco,Ave,106887
2,6359956,Fil-Gulf Manpower,,Manila Luxury Condominium,,Pearl,Drv,105615
2,7115953,Fil-Sino Taoism Movement Incorporated,,,,Lope de Vega,St,105047
2,6412707,Filflex Industrial and Manufacturing,,Filflex Building,,Mercedez,Ave,105976
2,9312313,Filhai Consumers Cooperative,,,,Mt Fairweather,St,105268
2,9310467,Filinvest Homes I Filinvest Land Incorporated,,,,Filinvest 1,Rd,110177
2,9123459,Filipinas Agri-Planters Supplyinc,,,676,Edsa,Ave,105753
2,7337856,Filipinas Artesanias,,Padilla Building,2136,C M Recto,Ave,106124
2,3728881,Filipinas Thermo King Incorporated,,,10,Basa,St,105795
2,8870063,Filipiniana Resorts Development Corporation,,Rgv Building,5470,Pres S Osmena Sr,Hwy,106962
2,9837258,Filipino Metal Corporation,,,,East Service,Rd,107190
2,8441231,Filipino Pest Control & Gen Services Inc,,,4074,Gen Mascardo,St,107645
2,8113451,Filminera Resources Corporation,,Corinthian Plaza,121,Paseo de Roxas,Ave,107214
2,2428640,Fimex Marketing Co Inc,,P Delos Reyes Building,232,Juan Luna,St,104964
2,2416782,Fimex Marketing Co Inc,,P Delos Reyes Building,232,Juan Luna,St,104964
2,5274252,Finder Adspaper,,Intramuros Corporate Plaza,,,St,107891
2,9374383,Finetex Enterprises Incorporated,,,60,Damong Maliit,Rd,107926
2,8404688,Finishline Footwear Inc,,Cityland Condominium 10 Twr 1,156,H v Dela Costa,St,108163
2,8171666,Finman General Assurance Company,,Finman Centre Building,,Tordesillas,St,106286.1
2,8170840,Finman General Assurance Corporation,,Finman Centre Building,,Tordesillas,St,106286.1
2,6436334,Finman Rural Bank of Pasig Inc,,,360,Dr S Antonio,Ave,104662
2,4613278,Fiore Del Carmelo School Inc,,,6,Dna Lucia,St,107961
2,9126319,First Analytical Services and Tecnical Cooperative,,,62,20th,Ave,106585
2,8516242,First Baptist Church of Pildera,,,4,Sitio Pildera,St,105047
2,9265541,First Choice Caltex Service Center Corporation,,,93,Timog,Ave,107652
2,5233310,First Church of Christ Scientist,,,1560,Leon Guinto,St,105047
2,8905722,First Datacorp,,Metrostar Building,1007,Metropolitan,Ave,106268
2,7276327,First Distribution Sales Corporation,,Alcco Building,101,Ortigas,Ave,104914
2,6311189,First Dominion Prime Holding,,Philippine Stock Exch Ea Twr,,Exchange,Rd,104914
2,9352356,First El Presidente Mfg Inc,,,50,Pres R Magsaysay,Ave,105744
2,8075349,First Empire General Merchandise & Internet Cafe,,,53,Aguirre,St,106303
2,3742774,First Enterprises Incorporated,,,200,Roosevelt,Ave,104717
2,8180360,First Integrated Bonding,,First Midland Offices Condo,109,Gamboa,St,106286.1
2,3664445,First Kitchen Household International Trading,,,60,Caimito,Rd,100415
2,8130029,First Lepanto Taisho Insurance,,Pearl Bank Center,146,Valero,St,106286.1
2,2421560,First Lighting Corporation,,Metro Lamp Building,327,Nueva,St,106599
2,5530524,First MacRo Bank,,,298,Diego Cerra,Ave,104662
2,7423843,First Marcel Tower Condominium Corporation,,First Marcel Tower,926,G Araneta,Ave,105192
2,5369794,First Megablock Properties Dev't Inc,,,,Liman,St,108002
2,2477181,First Metro Insurance Agency Inc,,Tytana Plaza,611,Oriente,St,106286.1
2,8188507,First Midland Office Condmn Building,,First Midland Offices Condo,109,Gamboa,St,105192
2,7213134,First Midland Park Corporation,,,,Xavier,St,105192
2,3733777,First National Insurance Services Corporation,,,27L,Timog,Ave,106286.1
2,6872765,First Philippine Industrial Corporation,,Benpres Building,,Exchange,Rd,106258
2,9355277,First Star Marketing Corporation,,,203,Richland,Ave,107107
2,8129187,First Union Insurance & Financial Agencies Inc,,The Peak,107,L P Leviste,St,104662
2,3621953,First Unity Textile Mills,,,168,Quirino,Hwy,107399
2,8110002,Firtt Pacific Realty Partner,,Rufino Pacific Tower,6784,Ayala,Ave,105192
2,2887720,Fish Fun Restaurant,,,6,Letre,Rd,106969
2,7336401,Fishermen's Center Hardware,,,825,Tetuan,St,106130
2,2824493,Fishwealth Canning Corporation,,,,North Bay,Bvd,104914
2,3627032,Fitrite Incorporated,,,852,Gov W Pascual,Ave,105876
2,5361567,Five Star Marine Services Corp,,Nfwc Building,1505,J L Escoda,St,106913
2,3635220,Five Stars Metal Products Center,,,207,9th,Ave,106130
2,7722442,Flexible Automation System Corporation,,Alabang Corporate Center Bldg,,West Service,Rd,107761
2,3647350,Florado Motor Works,,,300,A Bonifacio,Ave,107529
2,2875069,Flores,Unida N,,85,Dagat-Dagatan,Ave,107035
2,8503995,Florsheim,,Festival Supermall,,Corporate,Ave,108077
2,8424935,Florsheim Rsi,,Alabang Town Center,,Alabang-Zapote,Rd,108077
2,6348077,Florsheim Shoe Shop,,Edsa Shangri-La Plaza Hotel,,Edsa,Ave,108077
2,8108974,Fmc International,,111 Paseo de Roxas Building,111,Paseo de Roxas,Ave,105872
2,5229782,Fmt Healthcare Specialist Grp,,San Luis Terraces,638,T M Kalaw Sr,St,105068
2,8810643,Fmw Human Resources International,,Parc House 2 Building,21,Pres R Magsaysay,Ave,106913
2,8202119,Fojas,Cecil M,Elorde Sports  Ctr,,Dr a Santos,Ave,111176.1
2,2419190,Folgueras Hardware,,,1295,C M Recto,Ave,106130
2,9839434,Folia Manufacturing,,,1215,Apolonia,St,105829
2,8954955,Fondation Suisse de Deminage (Fsd),,Dna Guadalupe Building,7462,Bagtikan,St,110177
2,7113057,Fook Yuen Food Center,,,558,Banawe,Ave,106969
2,5270749,Foremost International Port Services Incorporated,,Casa Intramuros,,Arzobispo,St,111176.1
2,7243374,Formoso,Benjamin S,,32,J Abad Santos,St,111176.1
2,3646810,Fortitude Industries Incorporated,,,56,Obudan,St,104491
2,8127199,Fortun Narvasa & Salazar Law Offices,,Multinational Bancorp Center,6805,Ayala,Ave,111176.1
2,2551043,Fortune Brokerage and Freightservice Incorporated,,Negros Navigation Compound,,Marcos,Rd,107529
2,2444296,Fortune Construction Corporation,,Tytana Plaza,611,Oriente,St,104544
2,7147326,Fortune International Marketing,,,641,Mangga,Ave,107698
2,6341980,Fortune Life Insurance Co Inc,,City State Center Building,709,Shaw,Bvd,106286.1
2,7323667,Fortune Net and Twine Manufacturing Corporation,,,42,Sto Domingo,St,105822
2,9837055,Fortune Net Corporation,,,,J Narciso,St,105822
2,9621423,Fortuno Animal Clinic,,,,Franville 4 Subdivision,Rd,104512
2,2549658,Forward Printing Press,,,2440B,J Abad Santos,Ave,107844
2,3655039,Foundation Commercial,,,131,Col M Asistio,St,106130
2,9208361,Foundation for Christ Love Asia Inc,,,3,Evangelista,St,110177
2,7237307,Fountain International School,,Fountain International School,,Santolan,Rd,107961
2,9397941,Four Seas Chemicals Inc,,,,Bagumbong,Rd,105872
2,7366595,Frabel Ind'l Trading,,,682,Sales,St,105554
2,2441868,Francis Mill Supply,,,915,S Padilla,St,106130
2,7333515,Francisco Hardware Incorporated,,,1320,C M Recto,Ave,106130
2,3613364,Franco MacHineries,,,142,Lanzones,Rd,107035
2,6383149,Francorp Phils,,Jollibee Plaza Building,,F Ortigas Jr,Rd,105910
2,6554220,Frankhaus International Corporation,,The Spa Building,,E Rodriguez Jr,Ave,106124
2,8995872,Fransman Industrial Trading Company,,Sunshine Condominium,9633,Kamagong,St,105554
2,2440056,Freds Textile Trading,,Manila Textile Building,,Soler,St,107399
2,9384364,Freedom to Supply Trading,,,9,San Leon,St,106130
2,5314492,Freeport Security Agency Incorporated,,,650,Boni,Ave,108002
2,5318700,French Kiss Corp,,,64,Kanlaon,St,104890
2,5635694,Freyssinet Post Tensioning System,,,1845,P M Guazon,St,105635
2,8969216,Friends & Neighbors Restaurant,,,5070,P Burgos,St,105869
2,5221708,Frienship Multispecialist Clinic,,Manila Doctors Medical Center,667,United Nations,Ave,105068
2,7211319,Frisco Bakery,,,47,Lantana,St,104644
2,3715314,Frisco Lumber,,,76,Tolentino,St,106707
2,8926184,Fuentes,Eduardo,Sedcco 1 Building,,Rada,St,107883
2,8939355,Fuentes Publicity Network Inc,,Sedcco 1 Building,,Rada,St,107883
2,8075695,Fuentespina,Rosebelle D,,,Concha Cruz,St,106607
2,2924819,Fuji Zipper Manufacturing Incorporated,,,110,Balubaran,St,106395
2,8935645,Fuji-Haya Electric Corporation,,Kings Court 1 Building,2129,Chino Roces,Ave,105536
2,2548556,Fujiking Marcantile,,,1117,G Masangkay,St,104698
2,2432773,Fullwinner Corporation,,Li Seng Giap Building,344,Baracca,St,105976
2,8974738,Functional Incorporated,,,814,J P Rizal,St,106517
2,7819439,Furniture Fair,,,2971,Rizal,Ave,105944
2,8810218,Future Builders Computer Center Inc,,Guadalupe Commercial Complex,,Edsa,Ave,105150
2,8723196,Future Ventures Lending and Management,,Manila Times Plaza Building,,Manila Times,Ave,106684
2,5265897,Fvj Overseas Placement,,,128,Porvenir,St,106913
2,5362183,G & a Intl Placement Agency,,L & S Building,1414,Pres M a Roxas,Bvd,106913
2,3722904,G and J Industries Corporation,,,1069,Del Monte,Ave,107035
2,8425534,G and R Printing Company Incorporated,,,30,J Elizalde,St,107889
2,2433682,G D L Marketing,,,426,M de Santos,St,108248
2,2548707,G E M Industrial Sales,,,1277,C M Recto,Ave,106130
2,8931578,G E Origenes Consulting Engr,,Makati Medical Center,2,Amorsolo,St,105636
2,8976972,G G Sportswear Manufacturing Corporation,,,9158,Pateros,St,105976
2,2542314,G P Enterprises,,Lourdes Go Building,1955,Rizal,Ave,106130
2,8268627,G Squared Ihaw Ihaw,,,,Ninoy Aquino,Ave,106969
2,2426781,G Y H Industrial Sales Corporation,,,457,T Pinpin,St,106130
2,9241931,Gabriel,Jaime S,,160A,Panay,Ave,104544
2,9272149,Gaerlan Manufacturing,,,17,Pangilinan,Drv,105786
2,6357419,Gaic Manpower Services Inc,,,3,Calle Economia,St,107070
2,6354681,Gains Insurance Agency,,Cityland Shaw Tower,,Shaw,Bvd,106286.1
2,8953016,Gaite Rc Apartments,,Gaite Condominium,1142,Tanay,St,104525
2,8310619,Galactus Enterprises,,,344,Libertad,St,106412
2,8448690,Galang Tailoring,,,4977,A S Arnaiz,Ave,107297
2,8312739,Galaxy Hotel,,,2245,Taft,Ave,106213
2,9304858,Galilee Christian Values Educational Foundation Inc,,,10,Susano,Rd,107827
2,8116595,Galleon Appraisal and Corporate Svcs,,Vicente Madrigal Building,6793,Ayala,Ave,104531
2,9201046,Galleon Services Corporation,,,103,Kamuning,Rd,100274
2,6339527,Gallop Ventures Group Inc,,Philippine Stock Exch Ea Twr,,Exchange,Rd,104850
2,7234027,Gan,Steve Mark G,Cathedral Heights Bldg Cmplx,279,E Rodriguez Sr,Ave,105383
2,7328935,Gan's Hardware,,,832,S Reyes,St,106130
2,8530224,Gana Manlangit & Perez Law Office,,Maga Centre,1016,San Antonio,St,111176.1
2,5214765,Gancayco Balasbas & Santos Law Offices,,,1000,A Mabini,St,111176.1
2,7331117,Gandara Commercial Hardware,,,831,S Padilla,St,106130
2,2429992,Gans Marketing,,,560,T Pinpin,St,107725
2,3719256,Gant Diamond Corporation (Parco Dept Store & Supermarket),,,1515,Quezon,Ave,108259
2,2922256,Gao,Alfredo,,,Gen D Mc Arthur,Hwy,107566
2,8099421,Garcia,Matienzo Alon,Richville Corporate Center,1314,Commerce,Ave,111176.1
2,9314089,Garden of Life School,,,,Sto Nino,St,107961
2,7157151,Gardenia Terrace Motel,,Gardenia Terrace Hotel,4550,Old Sta Mesa,St,106213
2,5333943,Gards Incorporated,,,469C,Barangka,Drv,108002
2,8901205,Garon Bob and Associates Incorporated,,,211,Nicanor Garcia,St,106286.1
2,8502572,Gasendo,Zenaida D,,,Yosemite South,St,104445
2,8926877,Gateway Network Solutions Inc,,Mile Long Building,,Amorsolo,St,108244
2,2417483,Gatz Commercial,,El Hogar Filipino Building,115,Juan Luna,St,104942
2,8976614,Gautier,Jean Pierre,,1337,Angono,St,106412
2,7119991,Gb Camayra Construction,,Edificio Enriqueta Building,422,N S Amoranto Sr,St,105231
2,5255981,Gbmlt Manpower Services Inc,,,1535,M H Del Pilar,St,106969
2,8094503,Gda Power Resources Inc,,One Legacy Place Building,,Don Jesus,Bvd,104922
2,6384880,Ge-Ma Marketing,,,7,San Martin,St,104377
2,7423197,Gearland MacHineries,,,1400,Pampanga,St,107035
2,8433906,Gee Cee Food Corporation,,Makati Cinema Square,1110,Chino Roces,Ave,106969
2,2920367,Gem Acrylic Center,,,5,Maysan,Rd,108231
2,7417409,Gem Aluminum and Glass Center,,,500B,N S Amoranto Sr,Ave,104491
2,2550692,Gemini Electrical and Communication Contractor,,,1144,Narra,St,105530
2,9292114,Gemini Exchange International,,,55,Road 7,St,108002
2,5352157,Gemini Transport Services,,,433,B Francisco,St,104930
2,8433227,Gemland Property & Devt Corp,,The Copa Business Mans Hotel,912,A S Arnaiz,Ave,106213
2,8448811,Gemland Property Inc,,The Copa Business Mans Hotel,912,A S Arnaiz,Ave,106213
2,2920276,Gen Acrylic Center,,Mvl Valenzuela Complex,99B,Gen D Mc Arthur,Hwy,108231
2,9328867,Gen Miguel Malvar Medical Foundation,,,531,Commonwealth,Ave,106202
2,8202177,Gen-Sen International System Technologies Company,,Gensen Building,81,Dr a Santos,Ave,108207
2,9118111,Gene's Garment Industry,,,98,20th,Ave,105976
2,6412706,General Garments Corporation,,Filflex Building,,Mercedez,Ave,105976
2,9110381,General Hardware Products Incorporated,,,128,20th,Ave,106130
2,9380945,General Metal Container Corp of the Phils,,,,Gen Luis,St,104918
2,8894582,General Milling Corp,,Export Bank Plaza Building,,Chino Roces,Ave,105744
2,8515935,General Panels Corp,,,,Pascor,Drv,105095
2,8945520,General Photo Express,,Glorietta 3,,North,Drv,109251
2,8132117,Generali Pilipinas Life Assurance Co,,Gercon Plaza,7901,Makati,Ave,106286.1
2,9486430,Gentle Angels School,,,,Rosita Ville,St,107961
2,3745173,Gentlemen's Quarter,,,1179,Quezon,Ave,105430
2,7335284,Genuine Industrial Supply,,,657,T Alonzo,St,106130
2,5273775,George Logging Company Incorporated,,Walled City Dormitory,469,Solana,St,202000000000
2,7245665,Geosphere Technologies Inc,,Eisenhower Condominium,7,Eisenhower,St,105208
2,9110732,Geotech Mercantile Corporation,,Dalaya Executive Townhouse,142,15th,Ave,108268
2,9353730,Geotechnics Philippines Incorporated,,,119,Sauyo,Rd,105242
2,4266641,Geotecnica Corporation Group,,,23,L Avelino,St,105635
2,7402127,Gerco Industrial Sales,,,210,A Bonifacio,St,107035
2,3730445,Gerconcepts Incorporated,,,7,11th Jamboree,St,107844
2,7350310,Geronimo,Andres B,,1349,C M Recto,Ave,108099
2,2411881,Gervacio Enterprises,,Pacific Land and Building Corp,460,Q Paredes,St,106130
2,2411742,Gervacio Enterprs,,Pacific Land and Building Corp,460,Q Paredes,St,106130
2,5325846,Gestalt Consulting Inc,,Jovan Condo,600,Shaw,Bvd,111173
2,2915539,Gfi Enterprises Incorporated,,,63,J P Rizal,St,105876
2,6872054,Ghk International,,Philippine Stock Exch We Twr,,Exchange,Rd,104544
2,8131377,Gibraltar Insurance Agency Inc,,Cityland Condominium 10 Twr 2,154,H v Dela Costa,St,106286.1
2,7333958,Gift Center Glassware,,,130,C Palanca Sr,St,106054
2,7269076,Gift Gate,,,17,New York,St,106026
2,3644229,Gigatrade Inc,,,91,Rizal Extension,Ave,106164
2,2510724,Gilbilt Industrial Marketing,,Landwealth Mansion,1995,Juan Luna,St,108182
2,3735419,Ginintuan at Makabayang Alay Foundation Inc,,,70A,Sct de Guia,St,110177
2,5638673,Gintong Aral Publications Inc,,,2443,Selya,St,107891
2,7750602,Gjj Food Corporation,,Alabang Town Center,,Alabang-Zapote,Rd,106969
2,2425187,Gladys Tong-So,,Artex Building,435,Juan Luna,St,105383
2,7812285,Glc Forklift Inc,,,50,Speaker E Perez,St,107120
2,5637709,Glenmaster Commercial,,,1741,A Francisco,St,106130
2,9131603,Glenn Curreche Beauty Salon,,,11D,Narra,St,104700
2,8964538,Global Alliance Manpower Services Inc,,Gma Loubel Plaza,7514,Bagtikan,St,107070
2,3653598,Global Brush Manufacturing,,,24,B Serrano,St,104815
2,8181955,Global City Innovative College,,Pet Plans Tower,444,Edsa,Ave,107961
2,7723943,Global Edubox Inc,,,30,Gng E Gatches,St,110177
2,8820492,Global Electronics Manufacturing Corporation,,Guadalupe Commercial Complex,,Edsa,Ave,105522
2,7334324,Global Lightning Sales,,,745,Calero,St,105554
2,8131571,Global Manpowerlink Db Inc,,Corporate Center Condominium,139,Valero,St,107070
2,7257377,Global Quickservice Restaurant Inc,,Promenade Building,,Ortigas,Ave,106969
2,7133472,Gloria Dei Christian School,,Lutherian Church,4461,Old Sta Mesa,St,107961
2,8500899,Gloria Maris Food Corp,,,,Alabang-Zapote,Rd,106969
2,8312895,Gloriamaris Sea Food Restaurant,,,,Roxas,Bvd,106969
2,8921855,Gloriland Property Ventures Corporation,,State Condominium 1,186,Salcedo,St,107874
2,7335315,Glory Construction Supply,,,681,T Alonzo,St,106130
2,3646990,Glory Lumber,,,320,Edsa,Ave,106130
2,3646126,Gm Sandoval Inc,,,14,G de Jesus,St,105649
2,2544470,Gmc Marketing Corporation,,,1560,N Zamora,St,105976
2,8971797,Gnl Auto Savers,,,3789,Mascardo,St,107261
2,8454641,Go and Lim Law Offices,,Burgundy Corporate Tower,252,Sen Gil Puyat,Ave,111176.1
2,2410073,Go Go & Go Partners,,Tytana Plaza,611,Oriente,St,104544
2,2422883,Go Kao Suy & Co Ltd,,,460,Jaboneros,St,108248
2,2419664,Go Kim Bonifacio and Sons,,,810,Asuncion,St,105852
2,2417960,Go Po Company Sons,,Gopoco Building,832,Juan Luna,St,106707
2,8267202,Go Tec International Inc,,,,St Paul,Ave,107961
2,5250480,Gochangco E G Incorporated,,Gotangco Building,610,T M Kalaw Sr,St,105634
2,2550151,Gocheco Brothers Incorporated,,,1159,C M Recto,Ave,106707
2,6450618,God's Grace Christian School,,,,F Pasco,Ave,107961
2,5262765,God's Way Diagnostic Center,,,1128,Alhambra,St,106582
2,2426294,Godspeed Trading,,Folgueras Commercial Center,845,C Planas,St,105388
2,2425344,Gody Commercial,,,729,Sto Cristo,St,104910
2,2419973,Gold Dust Goldsmith,,,479,Nueva,St,106066
2,7722892,Gold Insurance Brokerage Inc,,Westgate Tower,1709,Investment,Drv,106286.1
2,2888515,Gold Label Resources Incorporated,,,78,A Bonifacio,St,104850
2,2456859,Gold Master Jewelry Shop,,,786,Ongpin,St,106339
2,6469754,Gold Medal Food Mfg Inc,,,491,Gen Capinpin,St,105876
2,3667782,Gold Metal Industrial Sales,,,15,9th,Ave,106130
2,6468968,Gold Movers Transport Corp,,Felmarc Business Center,,Amang Rodriguez,Ave,106138
2,2944913,Gold Path Hardware & Construction Supply,,,49E,Maysan,Rd,106130
2,7369276,Gold Pot Cafe Inc,,Gold City Square Building,561,Ronquillo,St,106969
2,6450281,Gold Prize Food Manufacturing,,,,Mahogany,St,105876
2,3644319,Gold-Ever Hardware and Auto Supply,,,267,Edsa,Ave,106130
2,3645810,Golden Advance Marketing,,King Center,57,Sgt E Rivera,St,105944
2,7426836,Golden Arches Development Corporation,,,,A H Lacson,Ave,105885
2,7275091,Golden Donuts Inc,,,733,Aurora,Bvd,106969
2,7260037,Golden Dragon,,Luxury Mansion,,Wack-Wack,Rd,105192
2,5318420,Golden Dragon Metal Products,,,285,J P Rizal,St,107190
2,8096489,Golden Fashion Enterprise Incorporated,,,110,J Elizalde,St,105944
2,5213703,Golden Fortune Seafood Restaurant Inc,,,678,T M Kalaw,St,106969
2,4042687,Golden Future International Manpower Agency Inc,,Un Square Building,532,United Nations,Ave,106913
2,8214282,Golden Harvest Christian Missions International,,,,Bethsaida,St,105044
2,8744130,Golden Haven Memorial Park Inc,,Pm Supermart,40,Alabang-Zapote,Rd,107160
2,8821613,Golden Infinity Corp,,,9555,Kalayaan,Ave,108153
2,7122493,Golden Jubilee Corporation,,,437,G Araneta,Ave,106130
